the_geom,postcode,organization_name,address,full_address,latitude,longitude,city,state,cartodb_id,main_phone__,discipline,council_district,community_board,borough,census_tract,bin,bbl,nta
0101000020E6100000AE39F6A2AC7C52C071CF4E6100654440,10029,Albanian Artists Association,169 east 101st street,"169 east 101st street, New York",40.7890741,-73.9480369,New York,NY,59,(212) 945-8268,Film/Video/Audio,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,166,1051843,1016290024,East Harlem South
0101000020E6100000B3017DC7957F52C02D1911D610614440,10036,Alchemy Theatre Company of Manhattan,412 West 42nd Street,"412 West 42nd Street, New York",40.7583263,-73.9935168,New York,NY,60,(212) 967-0901,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,115,1026330,1010510029,Clinton
0101000020E6100000FF53162AA47B52C0D1611976736C4440,10033,"Alianza Dominicana, Inc.","2410 Amsterdam Avenue, 4th floor","2410 Amsterdam Avenue, 4th floor, New York",40.8472736,-73.9318948,New York,NY,61,(212) 740-1960,Folk Arts,Manhattan Council District #10,Manhattan Community Board #12,Manhattan,261,1063604,1021520048,Washington Heights South
0101000020E61000007F7E294D147952C0C0D7C68E7C5B4440,11731,"All Faiths Restoration & Beautification Program, Inc",67-29 Metropolitan Avenue,"67-29 Metropolitan Avenue, Queens",40.7147387,-73.8918641,Queens,NY,62,(718) 821-1750,,,Queens Community Board #5,Queens,60701,4062578,4027900001,Middle Village
0101000020E61000008C7F44B8EE7E52C05E752ED681614440,10019,"All For One Theater Festival, Inc.",1650 Broadway,"1650 Broadway, New York",40.7617748,-73.9833203,New York,NY,63,(212) 398-7180,Theater,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,131,1024811,1010220035,Midtown-Midtown South
0101000020E6100000C40B7D0B467F52C0DA26704628604440,10001-2111,"All Out Arts, Inc.",131 West 35th Street,"131 West 35th Street, New York",40.7512291,-73.9886502,New York,NY,64,(917) 701-9033,"Multi-Discipline, Performing",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,109,1015225,1008110016,Midtown-Midtown South
0101000020E6100000DE3CD521377052C0D828907EA0614440,11362,"Alley Pond Environmental Center, Inc.",228-06 Northern Blvd.,"228-06 Northern Blvd., Douglaston",40.7627104,-73.753365,Douglaston,NY,65,(718) 229-4000 x209,Science,Queens Council District #19,Queens Community Board #11,Queens,138502,4161977,4075700200,park-cemetery-etc-Queens
0101000020E6100000F558E9A4AD8052C0ACBA5862AF5A4440,10271,"Alliance for Downtown New York, Inc","120 Broadway, Ste. 3340","120 Broadway, Ste. 3340, New York",40.7084773,-74.0105984,New York,NY,66,(212) 835-2740,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,7,1001026,1000477501,Battery Park City-Lower Manhattan
0101000020E61000000A57F613047F52C03F45C4831C614440,10036,Alliance for Inclusion in the Arts,"1560 Broadway, Suite 1600","1560 Broadway, Suite 1600, New York",40.7586827,-73.9846239,New York,NY,67,(212) 730-4750,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,125,1022661,1009990003,Midtown-Midtown South
0101000020E6100000552C239AE57F52C018A5958CAD5C4440,10012,"Alliance for Young Artists and Writers, Inc.",557 Broadway,"557 Broadway, New York",40.7240463,-73.9983888,New York,NY,68,(212) 343-7702,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #2,Manhattan,49,1088114,1004980009,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E61000009AB51490767F52C01028F62BF8604440,10036,"Alliance for the Arts, Inc.","330 West 42nd Street, Ste. 1701","330 West 42nd Street, Ste. 1701, New York",40.7575736,-73.9916115,New York,NY,69,(212) 947-6340,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,115,1024926,1010320048,Clinton
0101000020E610000096B1A19B7D7F52C03563D17476604440,10018,"Alliance for the Development of Theatre Artists, Inc.","520 Eighth Ave., Suite 315","520 Eighth Ave., Suite 315, New York",40.753615,-73.9920415,New York,NY,70,(212) 447-6309,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,109,1083624,1007860001,Midtown-Midtown South
0101000020E610000021CD58349D7652C00586AC6EF55A4440,11375,"Alliance of Queens Artists, Inc.",99-10 Metropolitan Avenue,"99-10 Metropolitan Avenue, Forest Hills",40.710615,-73.853345,Forest Hills,NY,71,(718) 520-9842,Visual Arts,Queens Council District #29,,Queens,645,4095202,4038940035,Forest Hills
0101000020E610000096B1A19B7D7F52C03563D17476604440,10018,"Alliance of Resident Theatres / New York, Inc.","520 Eighth Avenue, Suite 319","520 Eighth Avenue, Suite 319, New York",40.753615,-73.9920415,New York,NY,72,(212) 244-6667 x228,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,109,1083624,1007860001,Midtown-Midtown South
0101000020E6100000368BBC51D07E52C0A9A3E36A645C4440,10009,"Allied Productions, Inc.",P.O. Box 20260,"P.O. Box 20260, New York",40.7218145,-73.9814648,New York,NY,73,(212) 529-8815,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,,,,
0101000020E610000006BB61DB227E52C0591A530B80654440,10025,"Alpha Omega 1-7 Theatrical Dance Company, Inc.","711 Amsterdam Avenue, Ste. 4E","711 Amsterdam Avenue, Ste. 4E, New York",40.7929701,-73.9708775,New York,NY,74,(212) 749-0095,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,181,1032551,1012250001,Upper West Side
0101000020E61000001D9A6846758052C03227C34C36604440,10001,"Art Creates Us, Inc.",601 WEST 26TH ST,"601 WEST 26TH ST, NEW YORK",40.7516571,-74.0071579,NEW YORK,NY,75,(212) 256-1947,Visual Arts,Manhattan Council District #3,Manhattan Community Board #4,Brooklyn,,,,
0101000020E6100000B73FBC53A67F52C01AC9795AD95F4440,10001,"Alpha Workshops, Inc.","245 West 29th Street, Suite 12A","245 West 29th Street, Suite 12A, New York",40.7488206,-73.9945268,New York,NY,76,(212) 594-7320,Architecture/Design,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,95,1014282,1007790013,Midtown-Midtown South
0101000020E61000007A9164B1287F52C0D862B7CF2A624440,10019,"Alvin Ailey Dance Foundation, Inc.",The Joan Weill Center for Dance,"The Joan Weill Center for Dance, New York",40.7669315,-73.9868587,New York,NY,77,(212) 405-9015 x220,Dance,Manhattan Council District #6,Manhattan Community Board #4,Manhattan,,,,
0101000020E6100000141D6E2CCD8052C079D388F4365A4440,10004,Alwan Foundation,"16 Beaver Street, 4th Floor","16 Beaver Street, 4th Floor, New York",40.7048021,-74.0125228,New York,NY,78,(212) 967-4318,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,9,1000030,1000110007,Battery Park City-Lower Manhattan
0101000020E6100000F4E1B43BFF7E52C0905A7226B7614440,10019,"Amas Musical Theatre, Inc.","257 West 52nd Street, 5th Floor","257 West 52nd Street, 5th Floor, New York",40.7634018,-73.9843282,New York,NY,79,(212) 563-2565,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,131,1024826,1010240007,Midtown-Midtown South
0101000020E6100000E451859A7C7F52C047E867EA75604440,10018,America SCORES New York,America SCORES New York,"America SCORES New York, New York",40.7535985,-73.9919802,New York,NY,80,(646) 660-0404,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #7,Manhattan Community Board #9,Manhattan,,,,
0101000020E610000067953E19087F52C074F5BE4C6F5F4440,7307,American Academy of Dramatic Arts,120 Madison Ave,"120 Madison Ave, New York",40.7455841,-73.9848693,New York,NY,81,(212) 686-9244 x317,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,74,1016957,1008600016,Midtown-Midtown South
0101000020E6100000628CFE86BF7C52C0CE609D746C604440,11101,"American Bolero Dance Company, Inc.",42-24 9th Street,"42-24 9th Street, Long Island City",40.7533098,-73.9491899,Long Island City,NY,82,(718) 392-8888,Dance,Queens Council District #26,Queens Community Board #2,Queens,19,4005310,4004620001,Hunters Point-Sunnyside-West Maspeth
0101000020E6100000BD3A223ADF7E52C057433DD8BD634440,10023,"American Center for Musical Arts, Inc.","201 West 72nd Street, Ste. 3-K","201 West 72nd Street, Ste. 3-K, New York",40.7792311,-73.9823747,New York,NY,83,(718) 680-1680,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,159,1077846,1011647501,Lincoln Square
0101000020E6100000A4B041156D7C52C0436DC08CCE564440,11202,Arts in the Armed Forces,PO Box 20687,"PO Box 20687, Brooklyn",40.6781784,-73.9441579,Brooklyn,NY,84,(917) 855-8455,Theater,Brooklyn Council District #39,Brooklyn Community Board #7,Manhattan,,,,
0101000020E610000050EE2D9BEF7E52C0BF6EC78AD0614440,10019,American Composers Orchestra,244 West 54th Street,"244 West 54th Street, New York",40.7641767,-73.9833744,New York,NY,85,(212) 977-8495 x203,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,131,1024842,1010250054,Midtown-Midtown South
0101000020E6100000E71D02A2BB7E52C0E61192BBBE644440,10024,"American Dance Guild, Inc.","320 West 83rd Street, Apt. 7D","320 West 83rd Street, Apt. 7D, New York",40.7870707,-73.9802022,New York,NY,86,(212) 874-6947,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,171,1033808,1012450034,Upper West Side
0101000020E6100000D4F60A66277F52C0E257ACE1225A4440,11201,American Documentary,20 Jay Street,"20 Jay Street, Brooklyn",40.7041895,-73.9867797,Brooklyn,NY,87,(212) 989-8121 x307,Film/Video/Audio,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,21,3000010,3000190001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
0101000020E6100000F0A7C64BB77B52C0EFC517EDF15E4440,11101,American Folk Art Museum,47-29 32nd Place,"47-29 32nd Place, Queens",40.741758,-73.9330625,Queens,NY,88,(212) 265-1040 x114,Museum,Manhattan Council District #6,Manhattan Community Board #5,Queens,199,4003447,4002520018,Hunters Point-Sunnyside-West Maspeth
0101000020E6100000816ACDA0EB7D52C03B21CF8998624440,10021,American Friends of the Ludwig Foundation of Cuba,"3 East 69th Street, Apt. 11B","3 East 69th Street, Apt. 11B, New York",40.7702801,-73.9675066,New York,NY,89,(212) 628-3494,Film/Video/Audio,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,122,1041292,1013840010,Upper East Side-Carnegie Hill
0101000020E61000007E4CB560F37E52C0DA907F6610614440,10036,"American Globe Theatre, Ltd.","145 West 46th Street, 3rd Floor","145 West 46th Street, 3rd Floor, New York",40.758313,-73.9836046,New York,NY,90,(212) 869-9809,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,125,1022665,1009990012,Midtown-Midtown South
0101000020E61000009738F240E47E52C0F767F5C4295D4440,10009,"American Indian Artists, Inc.",288 East 10th Street,"288 East 10th Street, New York",40.7278372,-73.9826815,New York,NY,91,(212) 598-0968,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #6,Manhattan,34,1005912,1004370025,East Village
0101000020E610000013961D87E68052C05F741EBA455A4440,10004,"American Indian Community House, Inc.","11 Broadway, 2nd Floor","11 Broadway, 2nd Floor, New York",40.7052529,-74.0140703,New York,NY,92,(212) 598-0100 x232,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,13,1000044,1000130005,Battery Park City-Lower Manhattan
0101000020E610000065FED137E97F52C08D8AEE0F4A5D4440,10012,American Institute of Architects,536 LaGuardia Place,"536 LaGuardia Place, New York",40.7288227,-73.9986095,New York,NY,93,(212) 358-0640,Architecture/Design,,,Manhattan,65,1008642,1005370026,West Village
0101000020E61000002AB9D4528A8052C039944671335B4440,10279,American Institute of Graphic Arts,233 Broadway,"233 Broadway, New York",40.7125074,-74.0084426,New York,NY,94,(212) 710-3125,Architecture/Design,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,21,1087167,1001237501,SoHo-TriBeCa-Civic Center-Little Italy
0101000020E610000058C1148A997F52C02E724F57775E4440,10011,American Jewish Historical Society,15 West 16th Street,"15 West 16th Street, New York",40.738017,-73.9937463,New York,NY,95,(212) 294-6160,Humanities,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,54,1080631,1008180027,Hudson Yards-Chelsea-Flatiron-Union Square
0101000020E6100000AA413D22CB7A52C0F96A47718E6B4440,10452,American Latin Association of New York,14 West 170th st.,"14 West 170th st., Bronx",40.8402845,-73.9186483,Bronx,NY,96,(646) 260-3382,"Multi-Discipl, Perf & Non-Perf",,Brooklyn Community Board #2,Brooklyn,,,,
0101000020E6100000A8B8BB18947F52C0DF477F7912614440,10036,"American Lyric Theater Center, Inc.",410 West 42nd Street,"410 West 42nd Street, New York",40.7583763,-73.9934141,New York,NY,97,(646) 216-8298,Music,Manhattan Council District #4,Manhattan Community Board #3,Manhattan,115,1026330,1010510029,Clinton
0101000020E61000009F22E2418E7F52C0DACA4BFE27614440,10036,"American Modern Ensemble, Inc.","400 West 43rd Street, Ste. 39-S","400 West 43rd Street, Ste. 39-S, New York",40.759033,-73.9930577,New York,NY,98,(212) 349-7009,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,121,1083745,1010520001,Clinton
0101000020E6100000276C9AD2557E52C0CF89986D02644440,10024,American Museum of Natural History,Central Park West and 79th Street,"Central Park West and 79th Street, New York",40.7813241,-73.9739882,New York,NY,99,(212) 769-5000,Museum,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,,,,
0101000020E6100000982ABDDB618052C0C37295383C5B4440,10150,"Art Deco Society of New York, Inc.",P.O. Box 6205,"P.O. Box 6205, New York",40.7127753,-74.0059728,New York,NY,100,(212) 679-3326,Architecture/Design,Manhattan Council District #5,Manhattan Community Board #6,Bronx,,,,
0101000020E6100000BFC980FD217B52C072BD12EDCF604440,11106,American Museum of the Moving Image,36-01 35th Avenue,"36-01 35th Avenue, Astoria",40.7563454,-73.9239496,Astoria,NY,101,(718) 784-4520,Film/Video/Audio,Queens Council District #26,Queens Community Board #1,Queens,57,4439074,4006440001,Astoria
0101000020E6100000981B672ECB7F52C047A4B789A45F4440,10001,"American Music Center, Inc.",322 8th Avenue,"322 8th Avenue, New York",40.7472088,-73.9967762,New York,NY,102,(212) 366-5260 x13,Music,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,95,1014225,1007760001,Midtown-Midtown South
0101000020E6100000C16D1228877C52C0A7C35444976A4440,10032,American Numismatic Society,Broadway @ 155th Street,"Broadway @ 155th Street, New York",40.8327413,-73.9457493,New York,NY,103,(212) 571-4470,,,,Manhattan,,,,
0101000020E6100000B4CC7DCD4D7E52C0638C5940B2574440,11217,"American Opera Projects, Inc.",138 South Oxford Street #3B,"138 South Oxford Street #3B, Brooklyn",40.6851273,-73.9734987,Brooklyn,NY,104,(718) 398-4024,Music,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,179,3000000,3020040048,Fort Greene
0101000020E6100000426B346F0B7D52C05D11A1B6B2674440,10027,"American Performing Arts Collaborative, Inc.",6 Hancock Place,"6 Hancock Place, New York City",40.8101414,-73.9538229,New York City,NY,105,(212) 665-7716,Theater,Manhattan Council District #9,Manhattan Community Board #9,Manhattan,20901,1059277,1019500056,Morningside Heights
0101000020E61000005025B9B27A7F52C0DDBC27C57D604440,10018,"American Place Theatre, Inc.","266 West 37th Street, 22nd Floor","266 West 37th Street, 22nd Floor, New York",40.7538382,-73.9918639,New York,NY,106,(212) 594-4482 x11,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,109,1083624,1007860001,Midtown-Midtown South
0101000020E6100000F1E890E5EE7E52C00F289B7285624440,10023,American Symphony Orchestra League,"33 West 60th Street, 5th Floor","33 West 60th Street, 5th Floor, New York",40.7696975,-73.9833311,New York,NY,108,(646) 822-4039,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,145,1084277,1011130008,Lincoln Square
0101000020E61000004DE779266A7F52C090CF752B95604440,10018,"American Symphony Orchestra, Inc.",263 West 38th Street,"263 West 38th Street, New York",40.7545523,-73.9908539,New York,NY,109,(212) 868-9276 x16,Music,Manhattan Council District #4,Manhattan Community Board #4,Manhattan,113,1014474,1007880011,Midtown-Midtown South
0101000020E610000010FD2488848052C08A100D41C45D4440,10014,"American Tap Dance Foundation, Inc.",154 Christopher Street,"154 Christopher Street, New York",40.7325517,-74.0080891,New York,NY,110,(646) 230-9564,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,69,1010421,1006040033,West Village
0101000020E61000002EB3637E497F52C076AAD788BB604440,10036,American Theatre Wing,"230 West 41st Street, Suite 1101","230 West 41st Street, Suite 1101, New York",40.7557231,-73.9888607,New York,NY,111,(212) 765-0606 x302,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,113,1080830,1010120015,Midtown-Midtown South
0101000020E6100000B4CC7DCD4D7E52C0638C5940B2574440,11217,American Theatre of Harlem,138 South Oxford Street,"138 South Oxford Street, Brooklyn",40.6851273,-73.9734987,Brooklyn,NY,112,(718) 857-2783,"Multi-Discipline, Performing",Brooklyn Council District #35,Brooklyn Community Board #5,Brooklyn,179,3000000,3020040048,Fort Greene
0101000020E6100000AC0AC336187E52C0A3795B446F604440,10017,"American Turkish Society, Inc.",3 Dag Hammarskjold Plaza,"3 Dag Hammarskjold Plaza, New York",40.7533956,-73.9702279,New York,NY,113,(212) 583-7614,Film/Video/Audio,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,90,1038906,1013407502,Turtle Bay-East Midtown
0101000020E6100000772C5B90D27D52C0E83812C369624440,10065,"Americas Society, Inc.",680 Park Avenue,"680 Park Avenue, New York",40.7688526,-73.9659768,New York,NY,114,(212) 277-8334,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Manhattan Community Board #8,Manhattan,122,1041265,1013830033,Upper East Side-Carnegie Hill
0101000020E610000044E10E2FE37C52C0871CB68883654440,10029,Amigos del Museo del Barrio,1230 Fifth Avenue,"1230 Fifth Avenue, New York",40.7930766,-73.9513662,New York,NY,115,(212) 831-7272,Visual Arts,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,168,1051499,1016100001,East Harlem South
0101000020E6100000DD6E939BF28D52C0C37E4FAC53A64540,10024,"Amor Artis, Inc.",PO Box 97,"PO Box 97, New York",43.2994285,-74.2179326,New York,NY,116,(646) 771-0393,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,,,,
0101000020E6100000982ABDDB618052C0C37295383C5B4440,10023,"Amore Opera, Inc.",P.O. Box 231368,"P.O. Box 231368, New York",40.7127753,-74.0059728,New York,NY,117,(917) 620-5550,"Multi-Discipline, Performing",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,,,,
0101000020E6100000DD240681957F52C01157CEDE19624440,10019,"An Claidheamh Soluis, Inc.",553 West 51st Street,"553 West 51st Street, New York",40.7664145,-73.9935,New York,NY,118,(212) 757-3318 x205,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,135,1082282,1010800103,Clinton
